userID,placeID,name,link,rating,comment
441,1,Thanh Nhã Trần,https://www.foody.vn/thanh-vien/nha.ttt3566,7.4,"Dimsum (hay còn gọi là điểm tâm) ở đây nấu theo khẩu vị của người Hoa, giá cũng tầm trung so với các quán dimsum trong thành phố. Mỗi món tầm 30-50k. 
Nếu đi đông tầm ~10 người thì kêu được nhiều món hơn. Nếu gia đình hoặc nhóm bạn ít người thì nên kêu các món ăn no như mì, cơm...Trung bình 200k/người cho nhóm trên 10 người.
Mình thích bánh bao xá xíu ở đây nhưng giá hơi chát xíu (25k/cái nhỏ). Theo mình không ngon nhất là các món súp. Có nhiều người chê không ngon chắc do không quen khẩu vị người Hoa (hơi nhạt).
Không gian đẹp, nhân viên lịch sự, nhanh nhẹn. 
Lúc trước (khi mình học cấp 3 - 7 năm về trước) chỗ này khá nổi tiếng vì mô phỏng 7 kì quan thế giới trong khuôn viên quán, cũng như là quán đắt đỏ. 
Nhưng với thời giá ngày nay thì mình cảm thấy mức giá chấp nhận được. Đây là nơi họp mặt bạn bè, gia đình cần thêm vào list.
...Xem thêm"
2104,1,Siêu nhân trứng muối,https://www.foody.vn/thanh-vien/boystlighttvc88,8.4,"Nhà hàng này bên trong có phiên bản copy của 7 kỳ quan thế giới gồm : Đền Artemis, Vườn Treo Babylon, Kim Tự Tháp Giza, Vạn Lý Trường Thành, Đền Taj Mahal, Đền Angkor Wat và di sản văn hoá Vịnh Hạ Long. Không gian ở đây rộng rãi thoải mái có không gian ngoài trời
...Xem thêm"
138,1,Sandy Lâm,https://www.foody.vn/thanh-vien/sandylam,7.0,"Hôm bữa 3 cha con mình lại đây ăn. Chân gà tàu xì ngon. Há cảo tôm ngon, tôm tươi, lớp bột ngoài mỏng, dai. Cơm chiên hơi lạt và nhiều dầu. Order 3 chén súp. Chén của mình là súp bóng cá tam tơ, 80k 1 chén. Hơi bị thất vọng với món súp này. Tam tơ gồm măng tươi sắt sợi, tàu hủ sợi và nấm sợi. Ăn vị bị chua, có 1 lát nạt heo. Ngoài ra chẳng còn gì. 3 người ăn khoản 550k
...Xem thêm"
2105,1,Qui Tâm Đào,https://www.foody.vn/thanh-vien/muahengotngao9,6.0,"Cả nhà mình đi vào đây để ăn sinh nhật. Kêu 8 món, nhưng chỉ có mỗi món chả giò trái cây là ok thôi. Còn mấy món khác thì bình thường (nếu chính xác hơn thì quá tệ).
-Món còi điệp tàu hủ thì có mấy miếng còi điệp bé tẹo cỡ như con nghêu nhỏ vậy, còn tàu hủ thì quá trời, ăn toàn là tàu hủ không. Đã vậy nước sốt quá lạt.
-Tôm mayo thì tôm nhỏ bình thường, ăn không có mùi mayo, có lẽ là mùi sốt cam nhiều hơn.
-Món gân heo với món gỏi thì nêm nếm không có thấm. Ăn vào thì nước sốt có vị nhưng khi ăn tới thịt thì lạt lẽo, không chút hương vị.
-Món cơm cá mặn thì không nghe mùi cá đâu hết, toàn thấy thịt gà không thôi. Mình còn tưởng phục vụ đem nhầm món lên nên có hỏi lại nhưng được trả lời là đây là món cơm cá mặn.
-Món mực chiên giòn thì dai, bột không được giòn.
Phục vụ cũng tạm ổn, không vấn đề gì, đồ ăn đem lên cũng tương đối nhanh. View cũng ok. Đây là cảm nhận của mình.
...Xem thêm"
2106,2,Kim Mỹ Duyên La,https://www.foody.vn/thanh-vien/laduyen1001,8.2,"Một lần vô tình đc 2 chị sếp dắt đi ăn trưa ở đây.
Mình dùng lunch combo. Chọn khai vị với món chính hoặc món chính và tráng miệng.
Mình chọn khai vị+ món chính. Salad tự phục vụ như kiểu buffet nên thích gì chọn đấy. Sốt mình dùng sốt tiêu, vị cũng okay.
...Xem thêm"
2107,2,fatcat happy,https://www.foody.vn/thanh-vien/twinsbutterfly,7.6,"Đi ăn với phòng, có 2 menu set lunch giá tầm 195K++ và bò úc 2-3 courses tầm 258k++, Salad bar đơn giản nhưng buffet nên tha hồ ăn. Set lunch nghe nói đổi món theo tuần, bạn mình ăn thịt hoe cot lết khen ngon. Bò xào cũng ok, bò rất mềm. cá sốt thì thiếu sốt tôm, ăn lạ miệng. Bò úc ngon, làm vừa tới. sốt tiêu cay lắm luôn, sốt nấm dễ ăn hơn, Ăn kèm có thể chọn khoai tây nghiền, chiên hoặc nướng nguyên củ. Ăn salad với đĩa bò xong là no muốn chết. Ham hố gọi tráng miệng nên phải cố ăn. Bánh plan  bình thường, kem được hơn: trà xanh và socola ăn ok. Pana cotta dâu tây ăn ngon mà trình bày mắc cười, dễ trong ly café. Giá cả hợp lý với portion, ai ăn yếu chắc ko hết nổi miếng bò. Nước uống mắc như mọi nơi khác của quận 1 hahaha. 
P/S nha vs Sạch sẽ
...Xem thêm"
2108,2,My Hoa,https://www.foody.vn/thanh-vien/duathena1,9.0,"Mình đến đây lần đầu qua lời giới thiệu của người bạn. Nhà hàng nhìn khá ổn dù không được rộng lắm. Món ăn món nào cũng trang trí khá đẹp mắt, nhìn toàn cảnh trong nhà thích nhất là quầy salad nhìn rất đẹp. ^ ^ 

Các món ăn cũng đều rất vừa miệng, nêm nếm rất ngon.  Mình sẽ ghé nhà hàng nhiều lần nữa vì hôm đó cũng rất hài lòng.
...Xem thêm"
2109,2,Jimmy Tran,https://www.foody.vn/thanh-vien/tranj0378,9.2,"Tại đây có quầy salad đặc biệt ngon , Thịt bò rất chắc nhưng không quá dai , món gan ngõng ngon và rất vừa khẩu vị . Không gian đậm chất Nam Mỹ , phục vụ khá dễ thương và gần gũi cũng như tận tình . Tôi rất thích nơi này và sẽ quay lại cùng đối tác hay bạn bè .
...Xem thêm"
2078,3,Bich Ha,https://www.foody.vn/thanh-vien/bich.ha.144,8.2,"Quán nằm ngay tầng trệt toà nhà nào ấy coi chừng đi huốt nha.
Quán decor ấm úng, vào hay ra là nhân viên chào tíu tít bằng tiếng nhật.Không gian cũng hơi nhỏ, mỗi tầng 6-7 bàn, mà khách thì đông nên thường full bàn, nhất là cuối tuần.
Ở đây menu chuyên món Nhật rồi, cuốn menu dày cộm như hoa cả mắt. Nhóm mình 3 người gọi quá trời quá đất 6-7 món gì đấy.
Tầm 10-15ph có món ăn lên, lên từ từ không phải lên 1 lượt. Sáshimi cá hồng  decor đẹp mắt, miếng cá tươi rói chấm 1 ít mù tạt cay nồng là đúng Nhật rồi.Sushi cuộn cali, cuốn cầu vồng hay cá hồi chiên phô mai, cái nào cũng ngon hết á, mỗi cuộn 7-8 miếng luôn ấy.
Bánh xèo với takoyaki ở đây cũng ngon, bột mềm, hơi ít bạch tuột xí.
Lúc tính tiền 3 đứa ăn no nên 380k cho bữa ăn tối hoàng tráng. 
Sẽ quay lại ăn thử các món khác nữa
...Xem thêm"
34,3,Nguyen Dinh,https://www.foody.vn/thanh-vien/phuongnguyen011294,7.0,"Tầm giá sushi này mình thấy Ba Con Sóc là một trong các quán ăn ổn nhất. 
Các món cuộn ăn ổn. Nước sốt ăn kèm với các món cuộn khá hợp. 
Cá hồi ăn béo, chấm với nước tương và wasabi ăn thích lắm. 
Riêng bánh xèo thì cá nhân mình thấy không được ngon. 
Trà sữa ở đây uống ổn. Tuy nhiên đá hơi nhiều, nên tầm giữa bữa ăn là lạt nhách hà. 
Nhân viên phục vụ thân thiện. 
Ở đây xuất hóa đơn đỏ khá nhanh, rất phù hợp để đặt bàn đi ăn với công ty.
...Xem thêm"
1830,3,Đặng Trung,https://www.foody.vn/thanh-vien/hoangtu_panda1994,8.0,"Sashimi tươi ngon nhưng ít hơn bên Tokyo deli 
Cơm chiên cá hồi cay thơm ngon nêm vừa ăn cay 
Lươn cuộn cơm cực ngon => nên thử 
Cá hồi cuộn béo thơm mềm ngọt ngon 
Tổng kinh phí 2 người đi hơn 600.000
...Xem thêm"
2110,3,NuTi Lee,https://www.foody.vn/thanh-vien/lethihongnhung23,7.4,"Hôm đó ăn khá nhiều món nhưng mình chụp chỉ có nhiêu đây. Bill hết 600k
Sushi ở đây cũng tạm giá được chứ k cao cũng k rẻ.sashimi cá hồi có vẻ ko đc tươi lắm. Set thập cẩm ko đc đầy đặn lắm. cơm cuộn cali ăn cũng ok, lần đầu tiên ăn món sashimi cá hồng sống thấy ok nè thịt cá tươi, ngon ngọt. Sushi cầu vồng giá hình như 88k k nhiều lắm ăn cũng tạm thui, tụi mình có ăn thêm món j mì xào hải sản mình ăn vài miếng thấy k đc ngon và đặc biệt lắm.
Ko gian ở đây cũng k rộng lắm, có máy lạnh nh hơi nóng. Nhìn chung thì ở trung tâm giá vậy cũng đc
...Xem thêm"
2111,3,Di Di,https://www.foody.vn/thanh-vien/himnguyen93,8.0,"Mình ăn Ba Con Sóc lâu lắm rồi, nay mới review cho quán. ^^ 
Quán với phong cách thiết kế đẹp, thoáng, và yên tĩnh. Món ăn ở đây thì ngon khỏi bàn. Giá cũng ok, không quá đắt. Phục vụ thì nhanh nhẹn và nhiệt tình. 
Lần sau mình sẽ ghé quán tiếp 😻
...Xem thêm"
2112,4,Lười Mèo,https://www.foody.vn/thanh-vien/princessboconganh95,7.4,"Quán đang có combo nên mình ghé qua thử. Combo 50k 1 ly nước lớn + 1 ly nhỏ hơn + 1 phần khoai tây chiên. Mình gọi trà đào với trà vải. Ngon, thơm vị đào và vải, có thêm topping củ năng nhai xột xột nữa
...Xem thêm"
2113,4,Châu Huỳnh,https://www.foody.vn/thanh-vien/monkeylove_1912,7.4,"1 ly lít và 1 nửa lít cho 5 loại trà trong thực đơn, ngoài ra còn thêm 1 khoai chỉ có 50k giá khá hấp dẫn. Vị ổn nhưng không gian hơi nhỏ
...Xem thêm"
2114,4,Mý Mỳ My,https://www.foody.vn/thanh-vien/baomy6295,8.0,"Vì sợ đông nên mình ghé quán hơi sớm ^^ không gian quán cũng ko quá rộng nhưng thoáng, để xe bên hẻm đối diện nè, menu quán có nhiều món khá lạ nên kêu luôn + thêm phần combo đang khuyến mãi 50k nữa ^^ hơi bị đã.
_Cheesecake dâu và cheesecake việt quất: trong menu quán ghi là phô mai đá xay nên tụi mình cũng khá tò mò :3 ly đc trình bày khá ok, uống vô beo béo, có tí vị mặn của phô mai, khá lạ nhưng ngon ^^ 
_Combo 50k: 1 ly trà đào 1L + 1 ly trà dâu tằm ( hông có nhỏ đâu =)) cũng thuộc dạng ly to đó ) + 1 phần khoai tây chiên. 1 combo vầy hơi bị hoành tráng luôn, trong trà đào vừa có miếng đào ngâm và thạch củ năng, pha vừa miệng, trà thơm, ko ngọt gắt. Trà dâu tằm thì hơi bị ngon ^^ có cả dâu tằm và thạch củ năng, cho nhiều dâu tằm chứ cũng ko ít đâu, thạch củ năng dai dai giòn giòn ăn đã lắm ^^ Khoai tây vừa chiên nên giòn rụm :3
_Combo 3 viên kem: có 3 vị là chocolate, khoai môn và kem nhãn. Mình thích nhất vị khoai môn, vừa thơm, vừa béo, lại ngọt dịu ^^ còn đc đựng trog mấy chén gốm nhỏ nhỏ xinh xinh nữa chứ ^^
(+): nhân viên quán dễ thương, giá cả hợp lý, thích hợp cho hs-sv như tụi mình tụ hợp bạn bè <3
...Xem thêm"
2115,5,TaTa Chen,https://www.foody.vn/thanh-vien/xiaoyu.loveathena,7.6,"Lần đầu đi ăn  ở đây cùng gia đình, vào 1 khu sang trọng :))
Vị trí : Tầng trệt Garden plaza, gần đó có trà sữa koi , maku...
Không gian : cũng rộng rãi, thoáng, Có khu ngoài trời với máy lạnh thì kín người
Phục vụ : rất tận tình chu đáo , nói chung là care khách tốt , thái độ luôn vui vẻ.
Gía cả và chất lượng : Món mì hoành thánh vừa vị ko mặn quá, món tráng miệng rau câu cá có cafe bên dưới nữa nè, Bánh khoai môn nói chung là ngon :)) . Ăn cũng ok lắm nhưng giá thì hơi cao, vì nó ở 1 nơi như vậy mà :))
...Xem thêm"
